,close,SMA_10,SMA_30,temp,Differenza,scomp_sigLine,scomp_position,Status,Ritardi,Frequenze
215,-89,-79.0,-133.86666666666667,54.866666666666674,-5.63333333333334,1,0.0,0,9,18
216,-106,-81.1,-129.33333333333334,48.23333333333335,-6.633333333333326,1,0.0,0,1,18
217,-112,-83.6,-125.3,41.7,-6.533333333333346,1,0.0,0,12,18
218,-89,-83.5,-122.16666666666667,38.66666666666667,-3.0333333333333314,1,0.0,0,41,18
219,-102,-87.3,-119.7,32.400000000000006,-6.266666666666666,1,0.0,0,5,18
220,-117,-92.1,-117.43333333333334,25.333333333333343,-7.066666666666663,1,0.0,0,3,18
221,-116,-96.8,-114.56666666666666,17.766666666666666,-7.566666666666677,1,0.0,0,19,18
222,-108,-99.8,-111.2,11.400000000000006,-6.36666666666666,1,0.0,0,26,18
223,-122,-104.1,-107.76666666666667,3.6666666666666714,-7.733333333333334,1,0.0,0,4,18
224,-137,-109.8,-104.6,-5.200000000000003,-8.866666666666674,0,-1.0,1,3,18
225,-137,-114.6,-102.3,-12.299999999999997,-7.099999999999994,0,0.0,1,18,18
226,-110,-115.0,-98.73333333333333,-16.266666666666666,-3.9666666666666686,0,0.0,1,45,18
227,-107,-114.5,-94.9,-19.599999999999994,-3.3333333333333286,0,0.0,1,21,18
228,-124,-118.0,-92.73333333333333,-25.266666666666666,-5.666666666666671,0,0.0,1,1,18
229,-137,-121.5,-92.6,-28.900000000000006,-3.63333333333334,0,0.0,1,5,18
230,-138,-123.6,-94.7,-28.89999999999999,1.4210854715202004e-14,0,0.0,1,17,18
231,-155,-127.5,-98.73333333333333,-28.766666666666666,0.13333333333332575,0,0.0,1,1,18
232,-166,-133.3,-102.73333333333333,-30.566666666666677,-1.8000000000000114,0,0.0,1,7,18
233,-182,-139.3,-106.96666666666667,-32.33333333333334,-1.7666666666666657,0,0.0,1,2,18
234,-196,-145.2,-111.1,-34.099999999999994,-1.7666666666666515,0,0.0,1,4,18
235,-207,-152.2,-115.26666666666667,-36.93333333333332,-2.8333333333333286,0,0.0,1,7,18
236,-212,-162.4,-119.5,-42.900000000000006,-5.966666666666683,0,0.0,1,13,18
237,-213,-173.0,-123.7,-49.3,-6.3999999999999915,0,0.0,1,17,18
238,-223,-182.9,-128.13333333333333,-54.76666666666668,-5.466666666666683,0,0.0,1,8,18
239,-232,-192.4,-133.73333333333332,-58.666666666666686,-3.9000000000000057,0,0.0,1,8,17
240,-244,-203.0,-139.56666666666666,-63.43333333333334,-4.7666666666666515,0,0.0,1,5,17
241,-224,-209.9,-144.73333333333332,-65.16666666666669,-1.7333333333333485,0,0.0,1,38,18
242,-193,-212.6,-148.56666666666666,-64.03333333333333,1.1333333333333542,0,0.0,1,49,18
243,-208,-215.2,-152.86666666666667,-62.333333333333314,1.700000000000017,0,0.0,1,3,18
244,-197,-215.3,-156.76666666666668,-58.53333333333333,3.799999999999983,0,0.0,1,29,18
245,-211,-215.7,-160.83333333333334,-54.866666666666646,3.6666666666666856,0,0.0,1,4,18
246,-215,-216.0,-164.46666666666667,-51.53333333333333,3.3333333333333144,0,0.0,1,14,18
247,-220,-216.7,-168.06666666666666,-48.633333333333326,2.9000000000000057,0,0.0,1,13,18
248,-231,-217.5,-172.8,-44.69999999999999,3.933333333333337,0,0.0,1,6,17
249,-201,-214.4,-176.1,-38.30000000000001,6.399999999999977,0,0.0,1,48,18
250,-217,-211.7,-179.43333333333334,-32.26666666666665,6.03333333333336,0,0.0,1,2,18
251,-227,-212.0,-183.13333333333333,-28.866666666666674,3.3999999999999773,0,0.0,1,7,17
252,-240,-216.7,-187.53333333333333,-29.166666666666657,-0.29999999999998295,0,0.0,1,4,17
