Data,Ruota,1,2,3,4,5
16/03/1946,TO,41,12,76,24,57
23/03/1946,TO,7,56,34,83,18
30/03/1946,TO,39,50,20,71,27
06/04/1946,TO,86,80,13,37,73
13/04/1946,TO,59,25,37,22,5
20/04/1946,TO,81,65,9,14,16
27/04/1946,TO,63,84,68,25,65
04/05/1946,TO,74,8,16,23,45
11/05/1946,TO,38,54,64,68,76
18/05/1946,TO,16,88,80,52,39
25/05/1946,TO,65,25,16,11,67
01/06/1946,TO,72,87,19,57,38
08/06/1946,TO,26,60,37,56,35
15/06/1946,TO,20,75,64,83,4
22/06/1946,TO,71,11,88,82,23
29/06/1946,TO,51,59,70,17,48
06/07/1946,TO,62,75,71,61,78
13/07/1946,TO,85,12,87,62,2
20/07/1946,TO,26,32,40,9,27
27/07/1946,TO,65,74,52,84,18
03/08/1946,TO,66,67,54,32,24
10/08/1946,TO,80,23,9,26,29
17/08/1946,TO,15,18,72,49,5
24/08/1946,TO,56,10,52,57,48
31/08/1946,TO,36,28,85,79,34
07/09/1946,TO,62,61,30,54,39
14/09/1946,TO,35,1,3,41,17
21/09/1946,TO,73,49,21,16,20
28/09/1946,TO,67,8,76,5,4
05/10/1946,TO,73,20,63,87,33
12/10/1946,TO,63,61,82,73,64
19/10/1946,TO,16,64,12,75,3
26/10/1946,TO,33,28,80,77,45
02/11/1946,TO,51,36,67,33,81
09/11/1946,TO,61,54,84,88,42
16/11/1946,TO,85,7,15,52,23
23/11/1946,TO,62,48,13,21,60
30/11/1946,TO,30,88,69,83,64
07/12/1946,TO,33,4,21,41,9
14/12/1946,TO,73,11,3,72,47
21/12/1946,TO,77,7,76,36,61
28/12/1946,TO,74,44,66,60,63
04/01/1947,TO,58,56,88,11,85
11/01/1947,TO,21,25,86,87,74
18/01/1947,TO,26,58,21,13,4
25/01/1947,TO,50,13,32,4,57
01/02/1947,TO,32,10,67,20,74
08/02/1947,TO,14,39,13,85,35
15/02/1947,TO,81,28,10,87,55
22/02/1947,TO,17,39,77,11,33
01/03/1947,TO,49,26,35,40,25
08/03/1947,TO,27,18,86,76,19
15/03/1947,TO,73,52,59,31,43
22/03/1947,TO,56,44,7,20,21
29/03/1947,TO,41,75,40,32,67
05/04/1947,TO,39,23,73,86,32
12/04/1947,TO,23,55,26,3,43
19/04/1947,TO,57,29,53,36,4
26/04/1947,TO,56,73,70,82,44
03/05/1947,TO,32,62,84,68,69
10/05/1947,TO,11,51,74,15,29
17/05/1947,TO,64,21,66,88,59
24/05/1947,TO,16,84,1,63,30
31/05/1947,TO,30,46,77,42,78
07/06/1947,TO,35,74,87,54,26
14/06/1947,TO,19,18,73,27,56
21/06/1947,TO,22,10,19,58,73
28/06/1947,TO,74,33,89,30,90
05/07/1947,TO,29,5,33,55,47
12/07/1947,TO,70,52,73,46,87
19/07/1947,TO,55,12,87,16,24
26/07/1947,TO,76,33,6,78,17
02/08/1947,TO,2,20,58,38,71
09/08/1947,TO,35,34,43,82,66
16/08/1947,TO,4,85,53,74,56
23/08/1947,TO,51,73,26,1,18
30/08/1947,TO,38,7,49,90,9
06/09/1947,TO,62,26,87,7,50
13/09/1947,TO,1,73,74,5,61
20/09/1947,TO,1,87,52,90,75
27/09/1947,TO,4,54,68,39,56
04/10/1947,TO,7,81,25,38,13
11/10/1947,TO,28,66,36,61,3
18/10/1947,TO,63,51,69,2,77
25/10/1947,TO,45,81,42,75,24
01/11/1947,TO,54,47,13,58,79
08/11/1947,TO,37,29,84,80,20
15/11/1947,TO,8,51,5,23,67
22/11/1947,TO,31,76,38,15,73
29/11/1947,TO,11,56,13,28,78
06/12/1947,TO,8,18,78,44,75
