Data,Ruota,1,2,3,4,5
15/01/1944,BA,46,19,70,59,40
22/01/1944,BA,48,81,7,11,20
29/01/1944,BA,82,14,40,28,75
05/02/1944,BA,51,70,56,4,8
12/02/1944,BA,11,32,52,40,3
19/02/1944,BA,59,55,76,66,33
26/02/1944,BA,2,56,35,84,85
04/03/1944,BA,5,22,69,34,85
11/03/1944,BA,56,29,19,86,64
18/03/1944,BA,75,38,52,78,85
25/03/1944,BA,67,68,16,33,49
01/04/1944,BA,47,2,23,20,85
08/04/1944,BA,18,26,43,63,9
15/04/1944,BA,55,77,41,15,9
22/04/1944,BA,80,79,77,5,76
29/04/1944,BA,45,4,66,36,68
06/05/1944,BA,82,21,46,56,78
13/05/1944,BA,85,24,58,69,9
20/05/1944,BA,44,50,71,75,74
27/05/1944,BA,28,38,77,37,78
03/06/1944,BA,39,7,47,83,16
10/06/1944,BA,6,63,13,15,59
17/06/1944,BA,43,18,3,23,44
24/06/1944,BA,80,49,12,6,51
01/07/1944,BA,14,10,13,40,50
08/07/1944,BA,36,44,40,66,43
15/07/1944,BA,88,12,90,18,52
22/07/1944,BA,54,47,35,87,40
29/07/1944,BA,72,18,54,49,89
05/08/1944,BA,84,37,11,57,28
12/08/1944,BA,50,27,65,48,52
19/08/1944,BA,73,60,41,17,6
26/08/1944,BA,4,59,82,67,13
02/09/1944,BA,18,59,77,1,41
09/09/1944,BA,75,65,11,26,82
16/09/1944,BA,10,76,72,36,50
23/09/1944,BA,86,54,20,19,36
30/09/1944,BA,1,12,13,42,89
07/10/1944,BA,26,22,11,30,17
14/10/1944,BA,64,79,50,48,27
21/10/1944,BA,57,16,8,78,64
28/10/1944,BA,11,26,68,29,73
04/11/1944,BA,36,71,15,74,65
11/11/1944,BA,4,43,81,19,68
18/11/1944,BA,17,65,89,11,2
25/11/1944,BA,26,22,47,56,15
02/12/1944,BA,23,71,20,55,82
09/12/1944,BA,83,27,26,68,46
16/12/1944,BA,64,67,47,84,37
23/12/1944,BA,21,87,75,83,56
30/12/1944,BA,15,48,86,87,11
05/01/1945,BA,87,34,1,59,50
13/01/1945,BA,6,66,1,16,48
20/01/1945,BA,38,14,24,78,36
27/01/1945,BA,49,30,87,15,65
03/02/1945,BA,30,64,36,5,32
10/02/1945,BA,15,36,37,86,31
17/02/1945,BA,86,78,69,7,60
24/02/1945,BA,83,7,72,88,19
03/03/1945,BA,47,20,77,73,30
10/03/1945,BA,20,24,48,16,33
17/03/1945,BA,77,35,23,10,86
24/03/1945,BA,83,33,37,24,54
31/03/1945,BA,87,22,4,46,78
07/04/1945,BA,88,6,60,28,21
14/04/1945,BA,21,50,30,67,82
21/04/1945,BA,88,28,5,22,35
28/04/1945,BA,27,50,37,30,25
05/05/1945,BA,37,19,53,21,15
12/05/1945,BA,17,22,63,62,85
19/05/1945,BA,46,84,40,17,16
26/05/1945,BA,37,84,1,68,10
02/06/1945,BA,72,50,87,41,67
09/06/1945,BA,66,30,89,57,48
16/06/1945,BA,29,27,35,75,36
23/06/1945,BA,2,72,9,1,55
30/06/1945,BA,33,89,17,40,64
07/07/1945,BA,70,90,63,26,54
14/07/1945,BA,36,19,51,43,61
21/07/1945,BA,10,61,20,44,84
28/07/1945,BA,2,41,43,65,87
04/08/1945,BA,27,74,21,16,41
11/08/1945,BA,22,6,14,50,84
18/08/1945,BA,71,31,13,21,85
25/08/1945,BA,63,6,72,3,62
01/09/1945,BA,5,1,4,25,79
08/09/1945,BA,46,45,7,74,4
15/09/1945,BA,26,28,25,90,2
22/09/1945,BA,38,74,5,27,13
29/09/1945,BA,84,66,4,8,22
06/10/1945,BA,70,18,23,79,17
13/10/1945,BA,58,44,16,29,10
20/10/1945,BA,74,69,29,58,14
27/10/1945,BA,19,26,34,27,2
03/11/1945,BA,2,8,66,58,88
10/11/1945,BA,40,15,17,25,3
17/11/1945,BA,20,48,69,57,46
24/11/1945,BA,13,80,6,45,41
01/12/1945,BA,62,73,12,22,29
07/12/1945,BA,10,38,40,84,6
15/12/1945,BA,59,4,63,53,79
22/12/1945,BA,56,44,3,79,48
29/12/1945,BA,9,87,83,28,62
05/01/1946,BA,47,25,83,59,37
12/01/1946,BA,74,20,48,1,76
19/01/1946,BA,46,6,4,20,65
26/01/1946,BA,77,49,9,43,64
02/02/1946,BA,66,3,45,42,8
09/02/1946,BA,85,39,42,22,90
16/02/1946,BA,33,42,86,84,30
23/02/1946,BA,36,65,60,85,1
02/03/1946,BA,76,10,16,6,1
09/03/1946,BA,5,38,68,56,70
16/03/1946,BA,18,51,77,14,89
23/03/1946,BA,75,39,28,78,14
30/03/1946,BA,87,81,42,38,84
06/04/1946,BA,50,49,63,48,74
13/04/1946,BA,44,22,10,86,56
20/04/1946,BA,15,79,1,10,5
27/04/1946,BA,74,44,23,59,46
04/05/1946,BA,23,10,62,89,46
11/05/1946,BA,51,55,12,24,76
18/05/1946,BA,37,16,85,31,1
25/05/1946,BA,79,58,11,83,55
01/06/1946,BA,87,12,83,43,25
08/06/1946,BA,49,33,42,52,14
15/06/1946,BA,88,55,17,21,5
22/06/1946,BA,25,71,78,34,38
29/06/1946,BA,79,89,14,25,38
06/07/1946,BA,90,52,40,51,69
13/07/1946,BA,76,81,10,26,40
20/07/1946,BA,20,52,46,10,62
27/07/1946,BA,45,43,51,67,90
03/08/1946,BA,68,57,72,46,37
10/08/1946,BA,58,55,65,63,8
17/08/1946,BA,39,16,24,89,5
